,Datetime,Open,High,Low,Close,Volume,ScripName,ScripCode
132,2022-07-14T00:00:00,410.6,410.6,400.5,401.45,6580621,WIPRO,3787
133,2022-07-15T00:00:00,400.95,404.1,391.0,393.85,11164177,WIPRO,3787
134,2022-07-18T00:00:00,399.0,405.7,396.65,404.75,6816197,WIPRO,3787
135,2022-07-19T00:00:00,403.0,407.8,401.2,405.65,6448589,WIPRO,3787
136,2022-07-20T00:00:00,410.8,417.5,407.1,412.1,12618706,WIPRO,3787
137,2022-07-21T00:00:00,408.85,417.5,402.6,414.0,22691171,WIPRO,3787
138,2022-07-22T00:00:00,415.75,417.4,409.05,410.85,7734271,WIPRO,3787
139,2022-07-25T00:00:00,410.5,415.65,408.55,414.8,6267831,WIPRO,3787
140,2022-07-26T00:00:00,414.8,415.4,404.3,405.2,7593149,WIPRO,3787
141,2022-07-27T00:00:00,404.95,407.4,401.95,406.65,7042079,WIPRO,3787
142,2022-07-28T00:00:00,411.8,417.0,410.9,416.0,7949232,WIPRO,3787
143,2022-07-29T00:00:00,420.6,424.3,417.8,423.7,7959892,WIPRO,3787
144,2022-08-01T00:00:00,426.2,430.9,422.6,429.0,5182874,WIPRO,3787
145,2022-08-02T00:00:00,428.95,431.65,424.65,429.6,8456213,WIPRO,3787
146,2022-08-03T00:00:00,429.0,433.0,427.5,432.35,6017469,WIPRO,3787
147,2022-08-04T00:00:00,437.05,440.3,427.1,435.5,8894567,WIPRO,3787
148,2022-08-05T00:00:00,436.15,442.0,436.15,440.0,6483793,WIPRO,3787
149,2022-08-08T00:00:00,442.8,442.8,435.2,435.85,4778748,WIPRO,3787
150,2022-08-10T00:00:00,435.0,436.0,426.3,430.15,5664871,WIPRO,3787
151,2022-08-11T00:00:00,438.0,442.0,436.3,438.45,4577322,WIPRO,3787
152,2022-08-12T00:00:00,437.1,438.5,435.0,436.1,3546199,WIPRO,3787
153,2022-08-16T00:00:00,438.5,439.8,436.6,437.1,2387104,WIPRO,3787
154,2022-08-17T00:00:00,437.25,444.9,436.65,443.05,5200738,WIPRO,3787
155,2022-08-18T00:00:00,441.75,441.75,434.05,435.05,8444130,WIPRO,3787
156,2022-08-19T00:00:00,438.95,442.5,431.0,432.45,8626954,WIPRO,3787
157,2022-08-22T00:00:00,430.9,430.9,419.05,420.0,6450290,WIPRO,3787
158,2022-08-23T00:00:00,415.0,418.5,410.0,416.65,8514388,WIPRO,3787
159,2022-08-24T00:00:00,417.8,419.5,414.35,416.15,3714585,WIPRO,3787
160,2022-08-25T00:00:00,419.3,420.1,414.95,415.2,4376951,WIPRO,3787
161,2022-08-26T00:00:00,418.5,422.5,416.3,417.25,3952097,WIPRO,3787
162,2022-08-29T00:00:00,405.0,406.35,399.0,404.35,11759757,WIPRO,3787
163,2022-08-30T00:00:00,409.15,415.95,406.25,413.55,9875496,WIPRO,3787
164,2022-09-01T00:00:00,409.9,411.65,404.85,410.45,5889353,WIPRO,3787
165,2022-09-02T00:00:00,412.55,412.75,407.1,407.7,4907540,WIPRO,3787
166,2022-09-05T00:00:00,407.0,408.0,404.0,405.5,9009254,WIPRO,3787
167,2022-09-06T00:00:00,407.0,407.35,401.25,404.45,9113081,WIPRO,3787
168,2022-09-07T00:00:00,402.1,408.85,401.0,407.45,6124266,WIPRO,3787
169,2022-09-08T00:00:00,410.0,414.35,409.6,412.8,7032474,WIPRO,3787
170,2022-09-09T00:00:00,417.0,419.45,411.35,417.15,7335671,WIPRO,3787
171,2022-09-12T00:00:00,419.85,424.4,418.05,422.0,5839212,WIPRO,3787
172,2022-09-13T00:00:00,424.9,426.0,421.5,422.65,4704167,WIPRO,3787
173,2022-09-14T00:00:00,409.0,422.7,409.0,416.3,8791982,WIPRO,3787
174,2022-09-15T00:00:00,419.7,420.9,413.25,415.05,5320157,WIPRO,3787
175,2022-09-16T00:00:00,412.75,412.75,400.2,401.65,10096243,WIPRO,3787
176,2022-09-19T00:00:00,405.0,406.2,397.0,401.95,6792094,WIPRO,3787
177,2022-09-20T00:00:00,406.0,409.4,404.45,404.9,4494911,WIPRO,3787
178,2022-09-21T00:00:00,405.9,405.9,399.5,400.75,9645056,WIPRO,3787
179,2022-09-22T00:00:00,398.0,400.35,395.0,397.95,8250162,WIPRO,3787
180,2022-09-23T00:00:00,398.1,399.4,393.65,394.35,6983355,WIPRO,3787
181,2022-09-26T00:00:00,392.0,399.2,384.6,394.8,9497072,WIPRO,3787
182,2022-09-27T00:00:00,396.8,401.4,392.0,398.4,6227347,WIPRO,3787
183,2022-09-28T00:00:00,396.0,400.5,395.35,398.05,4460795,WIPRO,3787
184,2022-09-29T00:00:00,401.0,401.9,391.55,392.8,5941534,WIPRO,3787
185,2022-09-30T00:00:00,392.45,396.7,387.5,394.25,6785265,WIPRO,3787
186,2022-10-03T00:00:00,393.9,398.0,390.6,394.5,4070417,WIPRO,3787
187,2022-10-04T00:00:00,399.95,406.0,399.0,405.5,6295848,WIPRO,3787
188,2022-10-06T00:00:00,409.35,413.0,407.45,410.15,5601939,WIPRO,3787
189,2022-10-07T00:00:00,409.8,411.75,406.25,408.1,3790093,WIPRO,3787
190,2022-10-10T00:00:00,400.3,413.5,399.75,411.3,9357463,WIPRO,3787
191,2022-10-11T00:00:00,414.9,417.9,402.3,404.4,11361646,WIPRO,3787
192,2022-10-12T00:00:00,404.25,409.6,401.6,407.95,6305059,WIPRO,3787
193,2022-10-13T00:00:00,387.0,392.35,378.1,379.1,42448106,WIPRO,3787
194,2022-10-14T00:00:00,387.0,387.5,376.25,377.3,13932397,WIPRO,3787
195,2022-10-17T00:00:00,377.3,378.95,372.4,375.1,8454769,WIPRO,3787
196,2022-10-18T00:00:00,383.7,384.25,378.4,379.3,11164240,WIPRO,3787
197,2022-10-19T00:00:00,381.2,381.2,377.05,378.05,5099139,WIPRO,3787
198,2022-10-20T00:00:00,377.0,382.6,376.0,381.5,5934407,WIPRO,3787
199,2022-10-21T00:00:00,382.5,383.3,380.2,382.55,4465770,WIPRO,3787
200,2022-10-24T00:00:00,386.4,386.4,384.0,384.7,1736235,WIPRO,3787
201,2022-10-25T00:00:00,386.45,386.45,383.65,384.65,2891628,WIPRO,3787
202,2022-10-27T00:00:00,386.0,386.95,381.1,382.65,5861559,WIPRO,3787
203,2022-10-28T00:00:00,382.8,385.85,382.0,383.25,3804838,WIPRO,3787
204,2022-10-31T00:00:00,386.55,388.4,384.75,386.55,3319191,WIPRO,3787
205,2022-11-01T00:00:00,388.0,393.0,386.6,392.4,5770098,WIPRO,3787
206,2022-11-02T00:00:00,392.85,394.85,390.65,393.95,3358307,WIPRO,3787
207,2022-11-03T00:00:00,389.75,393.75,385.55,388.5,5156238,WIPRO,3787
208,2022-11-04T00:00:00,388.5,392.4,385.65,390.55,4511815,WIPRO,3787
209,2022-11-07T00:00:00,393.0,394.85,387.6,391.5,4126299,WIPRO,3787
210,2022-11-09T00:00:00,394.05,394.4,389.15,390.95,3431273,WIPRO,3787
211,2022-11-10T00:00:00,388.8,391.1,387.0,388.9,2747454,WIPRO,3787
212,2022-11-11T00:00:00,398.5,405.85,397.25,399.7,14208523,WIPRO,3787
213,2022-11-14T00:00:00,402.65,402.65,395.55,396.55,8811714,WIPRO,3787
214,2022-11-15T00:00:00,398.05,399.55,394.0,397.15,6231356,WIPRO,3787
215,2022-11-16T00:00:00,399.0,401.7,396.2,398.25,5519764,WIPRO,3787
216,2022-11-17T00:00:00,397.9,398.0,395.0,396.75,3028808,WIPRO,3787
217,2022-11-18T00:00:00,397.85,398.9,392.8,393.85,4773101,WIPRO,3787
218,2022-11-21T00:00:00,393.85,394.45,387.6,388.65,3952306,WIPRO,3787
219,2022-11-22T00:00:00,389.0,389.4,384.5,388.8,4205414,WIPRO,3787
220,2022-11-23T00:00:00,390.75,391.95,388.0,388.75,3358880,WIPRO,3787
221,2022-11-24T00:00:00,389.9,399.75,389.15,398.25,6685133,WIPRO,3787
222,2022-11-25T00:00:00,399.0,404.4,395.9,402.8,6824275,WIPRO,3787
223,2022-11-28T00:00:00,402.8,409.45,402.0,405.65,6839600,WIPRO,3787
224,2022-11-29T00:00:00,403.0,408.9,402.9,405.15,4551301,WIPRO,3787
225,2022-11-30T00:00:00,406.9,408.0,402.65,406.9,6946173,WIPRO,3787
226,2022-12-01T00:00:00,412.85,416.35,411.65,413.7,7926492,WIPRO,3787
227,2022-12-02T00:00:00,413.8,413.9,409.05,412.4,5863311,WIPRO,3787
228,2022-12-05T00:00:00,413.25,414.95,410.65,412.35,4973531,WIPRO,3787
229,2022-12-06T00:00:00,410.5,412.6,407.8,411.35,4416259,WIPRO,3787
230,2022-12-07T00:00:00,409.0,409.5,405.3,406.3,3284308,WIPRO,3787
231,2022-12-08T00:00:00,407.25,408.0,403.3,403.7,4470356,WIPRO,3787
232,2022-12-09T00:00:00,406.0,406.0,391.25,394.05,7711668,WIPRO,3787
233,2022-12-12T00:00:00,392.9,397.5,388.0,396.35,5182940,WIPRO,3787
234,2022-12-13T00:00:00,398.35,399.35,396.0,397.75,3406921,WIPRO,3787
235,2022-12-14T00:00:00,400.8,404.5,399.25,400.05,4997576,WIPRO,3787
236,2022-12-15T00:00:00,399.75,399.75,394.05,395.2,3883463,WIPRO,3787
237,2022-12-16T00:00:00,391.4,394.8,388.05,389.75,9006317,WIPRO,3787
238,2022-12-19T00:00:00,388.45,390.5,385.7,389.05,4419023,WIPRO,3787
239,2022-12-20T00:00:00,388.8,389.9,383.0,388.95,4389279,WIPRO,3787
240,2022-12-21T00:00:00,390.9,393.25,387.85,389.5,5107607,WIPRO,3787
241,2022-12-22T00:00:00,390.1,391.95,386.0,388.75,4546900,WIPRO,3787
242,2022-12-23T00:00:00,384.0,385.85,377.0,377.65,6060355,WIPRO,3787
243,2022-12-26T00:00:00,378.0,381.6,376.3,380.5,3630574,WIPRO,3787
244,2022-12-27T00:00:00,382.5,387.35,380.25,386.6,3842920,WIPRO,3787
245,2022-12-28T00:00:00,385.0,389.55,383.25,387.8,3838001,WIPRO,3787
246,2022-12-29T00:00:00,386.25,392.1,384.8,390.75,4742699,WIPRO,3787
247,2022-12-30T00:00:00,393.0,396.3,391.55,392.75,4128278,WIPRO,3787
248,2023-01-02T00:00:00,393.0,393.9,390.5,393.05,2779756,WIPRO,3787
249,2023-01-03T00:00:00,393.05,397.75,391.7,397.05,2997211,WIPRO,3787
250,2023-01-04T00:00:00,397.5,397.5,388.6,389.7,4463261,WIPRO,3787
251,2023-01-05T00:00:00,390.0,392.2,383.75,386.9,4784490,WIPRO,3787
252,2023-01-06T00:00:00,387.0,388.8,381.4,382.0,4242377,WIPRO,3787
253,2023-01-09T00:00:00,386.0,393.0,385.1,391.8,3673716,WIPRO,3787
254,2023-01-10T00:00:00,392.0,393.9,387.35,393.05,3939748,WIPRO,3787
255,2023-01-11T00:00:00,393.0,396.0,391.5,393.85,3828300,WIPRO,3787
256,2023-01-12T00:00:00,395.75,397.9,390.5,394.5,4755250,WIPRO,3787
257,2023-01-13T00:00:00,396.0,396.6,386.5,393.9,6810930,WIPRO,3787
258,2023-01-16T00:00:00,390.0,401.0,389.0,398.6,11933722,WIPRO,3787
259,2023-01-17T00:00:00,400.05,402.05,393.75,396.35,7155016,WIPRO,3787
260,2023-01-18T00:00:00,398.5,403.85,398.0,403.2,8040213,WIPRO,3787
261,2023-01-19T00:00:00,402.1,404.0,398.75,403.4,4723728,WIPRO,3787
262,2023-01-20T00:00:00,403.55,405.4,401.3,403.15,4632807,WIPRO,3787
263,2023-01-23T00:00:00,405.2,407.75,402.5,407.0,4407645,WIPRO,3787
264,2023-01-24T00:00:00,408.4,410.2,405.15,406.6,4776320,WIPRO,3787
265,2023-01-25T00:00:00,405.0,405.9,400.0,401.55,3177777,WIPRO,3787
266,2023-01-27T00:00:00,401.55,403.6,394.2,398.05,3705067,WIPRO,3787
267,2023-01-30T00:00:00,398.05,404.8,395.05,402.25,3630628,WIPRO,3787
268,2023-01-31T00:00:00,402.3,402.55,397.7,398.85,4783423,WIPRO,3787
269,2023-02-01T00:00:00,401.5,403.9,398.35,402.4,3514948,WIPRO,3787
270,2023-02-02T00:00:00,402.4,410.0,402.4,409.45,5417730,WIPRO,3787
271,2023-02-03T00:00:00,412.55,413.0,406.15,407.9,4425118,WIPRO,3787
272,2023-02-06T00:00:00,405.4,406.2,401.6,404.65,2979011,WIPRO,3787
273,2023-02-07T00:00:00,405.5,405.5,399.05,400.5,3341790,WIPRO,3787
274,2023-02-08T00:00:00,401.0,407.6,401.0,406.75,4150488,WIPRO,3787
275,2023-02-09T00:00:00,406.75,408.95,403.55,408.3,2638687,WIPRO,3787
276,2023-02-10T00:00:00,407.0,407.0,402.8,405.8,2580070,WIPRO,3787
277,2023-02-13T00:00:00,405.65,405.65,399.2,400.6,2412678,WIPRO,3787
278,2023-02-14T00:00:00,403.0,406.45,401.5,405.1,2319411,WIPRO,3787
279,2023-02-15T00:00:00,402.7,407.85,400.35,407.4,2613836,WIPRO,3787
280,2023-02-16T00:00:00,408.8,413.25,408.55,409.9,5594681,WIPRO,3787
281,2023-02-17T00:00:00,406.85,408.0,404.0,406.3,2808122,WIPRO,3787
282,2023-02-20T00:00:00,405.3,407.8,402.2,407.05,3248594,WIPRO,3787
283,2023-02-21T00:00:00,407.4,408.0,402.1,402.75,2880586,WIPRO,3787
284,2023-02-22T00:00:00,399.5,400.35,394.45,395.15,3441686,WIPRO,3787
285,2023-02-23T00:00:00,395.8,398.7,393.4,393.95,3039161,WIPRO,3787
286,2023-02-24T00:00:00,395.95,396.5,392.55,393.3,2553317,WIPRO,3787
287,2023-02-27T00:00:00,392.75,393.3,385.45,390.35,2777355,WIPRO,3787
288,2023-02-28T00:00:00,391.85,393.2,385.7,387.05,5030801,WIPRO,3787
289,2023-03-01T00:00:00,388.1,391.75,387.3,390.95,2271306,WIPRO,3787
290,2023-03-02T00:00:00,388.7,390.35,387.3,388.05,2219486,WIPRO,3787
291,2023-03-03T00:00:00,390.6,391.45,389.1,390.45,2196968,WIPRO,3787
292,2023-03-06T00:00:00,392.45,396.65,392.1,393.75,3363861,WIPRO,3787
293,2023-03-08T00:00:00,391.65,393.0,388.85,392.6,2454421,WIPRO,3787
294,2023-03-09T00:00:00,392.8,393.85,389.6,390.1,2078527,WIPRO,3787
295,2023-03-10T00:00:00,387.9,389.9,386.6,389.1,2283698,WIPRO,3787
296,2023-03-13T00:00:00,389.0,392.6,383.75,385.45,2991260,WIPRO,3787
297,2023-03-14T00:00:00,386.55,387.15,377.35,379.45,4047426,WIPRO,3787
298,2023-03-15T00:00:00,383.7,383.7,374.9,375.75,3843963,WIPRO,3787
299,2023-03-16T00:00:00,375.35,376.7,370.0,372.85,3843310,WIPRO,3787
300,2023-03-17T00:00:00,377.2,378.35,373.85,376.5,4522141,WIPRO,3787
301,2023-03-20T00:00:00,375.0,375.95,365.15,367.15,4092377,WIPRO,3787
302,2023-03-21T00:00:00,369.0,370.25,365.45,366.4,3605576,WIPRO,3787
303,2023-03-22T00:00:00,367.85,370.0,365.85,366.4,2687423,WIPRO,3787
304,2023-03-23T00:00:00,364.9,364.9,360.35,361.5,4742596,WIPRO,3787
305,2023-03-24T00:00:00,363.35,366.85,361.0,361.75,3953348,WIPRO,3787
306,2023-03-27T00:00:00,361.75,364.0,359.2,361.25,3113857,WIPRO,3787
307,2023-03-28T00:00:00,363.0,364.05,355.4,356.2,3906548,WIPRO,3787
308,2023-03-29T00:00:00,358.0,360.75,355.0,359.05,4411920,WIPRO,3787
309,2023-03-31T00:00:00,363.35,365.75,361.3,365.25,3957106,WIPRO,3787
310,2023-04-03T00:00:00,367.95,368.4,365.15,367.95,2026750,WIPRO,3787
311,2023-04-05T00:00:00,369.7,371.9,367.2,369.75,3221555,WIPRO,3787
312,2023-04-06T00:00:00,369.0,370.45,365.85,366.65,3214807,WIPRO,3787
313,2023-04-10T00:00:00,368.0,374.4,367.6,373.3,2812470,WIPRO,3787
314,2023-04-11T00:00:00,373.5,374.85,368.6,370.25,3392177,WIPRO,3787
315,2023-04-12T00:00:00,370.6,373.45,369.35,372.15,2789105,WIPRO,3787
